Primary address,Secondary address,lat_grid,lon_grid
6400 n capital of texas hwy,6500 champion grandview way,30.364,-97.79
7200 45 hwy,kendrick ln,30.187,-97.912
1316 s lamar blvd,1200 lamar square dr,30.253,-97.763
300 n n ih 35 svrd sb hwy,4th st st,30.264,-97.736
13600 pond springs rd,13500 us 183 hwy svrd nb,30.454,-97.79
11200 n anderson mill rd rd,11600 n n fm 620 rd rd,30.454,-97.823
1400 w 6th st,500 oakland ave,30.274,-97.761
1800 s ih 35 hwy,1500 woodland ave,30.241,-97.737
5500 s ih 35 hwy,e stassney ln,30.199,-97.764
s ih35 svrd sb,e slaughter ln,30.168,-97.786
9800 researcg svrd sb blvd,not reported,30.39,-97.746
8800 n research blvd,8900 northgate blvd,30.367,-97.719
2000 airport blvd,higgins st,30.283,-97.704
kramer ln,metric blvd,30.389,-97.71
6400 e riverside dr,vargas rd,30.224,-97.701
2400 w 12th st,wayside dr,30.286,-97.771
4500 shoal creek blvd,2500 w 45th st,30.317,-97.746
grover ave,w north loop blvd,30.323,-97.734
1000 s bastrop hwy,e riverside dr,30.213,-97.706
3300 manor rd,anchor ln,30.287,-97.702
300 w ben white eb blvd,s congress ave,30.225,-97.766
e riverside dr,grove blvd,30.227,-97.708
not reported,e stassney ln,30.198,-97.764
atlanta st,w 7th st,30.279,-97.769
8300 w hwy 71,not reported,30.221,-97.685
9000 n research blvd,burnet rd,30.372,-97.724
4500 avenue g,avenue g,30.308,-97.726
7900 s ih 35 hwy,e william cannon dr,30.178,-97.779
13300 n ih 35 svrd nb hwy,not reported,30.294,-97.72
n loop 1 expy,braker ln,30.399,-97.731
800 la posads dr,not reported,30.326,-97.705
13400 n n us 183 hwy svrd sb fwy,9600 anderson mill rd rd,30.444,-97.788
7700 mckinney falls pkwy,colton bluff springs rd,30.157,-97.73
e us 290 hwy svrd wb,cameron rd,30.322,-97.695
100 e mockingbird ln,5400 s congress ave,30.207,-97.774
12900 dessau rd,unknown rd,30.397,-97.643
500 8th st st,800 neches,30.269,-97.738
9300 manchaca rd,crownspoint dr,30.179,-97.821
500 e e 6th st st,red river st st,30.266,-97.737
8800 n lamar blvd,800 payton gin rd,30.357,-97.701
600 e 12th st,red river st,30.272,-97.735
6601 vougeot dr,e william cannon dr,30.18,-97.749
e william cannon dr,north bluff dr,30.191,-97.771
2000 e william cannon dr,6500 stonleigh pl,30.186,-97.759
far west blvd blvd,woodhollow dr,30.353,-97.753
300 w cesar chavez,lavaca st,30.264,-97.747
3300 red bud trl trl,stratford dr,30.292,-97.789
3500 s congress ave,100 lightsey rd,30.23,-97.76
3400 e sh 71 eb hwy,not reported,30.203,-97.64
5000 n capital of texas hwy nb,courtyard dr,30.349,-97.797
12700 n mopac blvd,3000 w parmer ln,30.422,-97.704
7600 loyola ln,colony loop dr,30.297,-97.639
4900 e stassney ln,5300 atascosa dr,30.194,-97.741
1600 w parmer ln,scofield farms dr,30.412,-97.687
13000 s ih 35,100 fm 1327,30.416,-97.674
us 183 nb,not reported,30.469,-97.796
5800 s ih 35 svrd,e stassney ln,30.196,-97.766
1600 e e parmer ln,yager ln,30.389,-97.65
w 290 svrd eb blvd,not reported,30.235,-97.824
500 not reported,3800 s 1st st,30.227,-97.769
100 e 11th st,1100 n congress ave,30.273,-97.741
1700 rutland dr,1700 ledgewood dr,30.378,-97.71
congress ave,cesar chavez,30.263,-97.745
2700 n 1,w 35th st,30.26,-97.734
3500 n 3500 n ih 35 sb,concordia ave,30.293,-97.721
patton ranch rd,vega ave,30.242,-97.858
829 park plz,not reported,30.351,-97.692
700 e e braker ln ln,11300 pollyanna ave ave,30.377,-97.677
1800 lavaca st,200 w 18th st,30.28,-97.741
10700 burnet rd,2700 w braker ln,30.391,-97.722
6121 not reported,not reported,30.217,-97.751
research svrd sb blvd,fairfield dr,30.36,-97.717
500 w riverside dr,300 barton springs,30.24,-97.727
10700 n mopac expy,duval rd,30.397,-97.733
e e 6th st st,red river st st,30.266,-97.737
4500 not reported,airport blvd,30.301,-97.714
manchaca rd,w ben white blvd svrd eb,30.23,-97.789
4600 n airport blvd,1000 e 46th st st,30.305,-97.716
wickersham ln,riverside dr,30.232,-97.72
300 w william cannon dr,sunstrip dr,30.195,-97.783
2600 e 7th st,700 gonzales st,30.26,-97.711
duval rd,whispering valley dr,30.412,-97.729
4900 fm 2222,4900 fm 2222,30.346,-97.785
11800 s ih 35 hwy,onion creek pkwy,30.134,-97.799
1900 s ih 35 nb proper hwy,e riverside dr exit,30.239,-97.739
12300 n ih 35 hwy,12100 tech ridge blvd,30.4,-97.674
s 1st st,w slaughter ln,30.172,-97.799
spring hollow dr,bart hollow dr,30.438,-97.797
8501 n lamar blvd,800 thurmond st,30.353,-97.706
e e ben white blvd svrd wb blvd,woodward st st,30.216,-97.744
2700 e 2nd st,100 pleasant valley rd,30.254,-97.713
w rundberg ln,collinfield dr,30.365,-97.702
1000 e riverside dr,not reported,30.249,-97.737
s not reported,1200 e riverside dr,30.249,-97.736
n lamar dr,w north loop blvd,30.321,-97.729
10500 s ih 35 svrd nb,10800 crown colony dr,30.136,-97.797
9200 w parmer ln,not reported,30.477,-97.765
parmer ln,harris glenn dr,30.399,-97.655
900 e e 51st st st,depew ave ave,30.312,-97.715
12000 parmer ln,lamar blvd,30.408,-97.678
research blvd,spicewood springs pkwy,30.434,-97.77
not reported,e william cannon dr,30.187,-97.773
burleson,montopolis,30.206,-97.717
1400 briarcliff blvd,belfast dr,30.316,-97.697
1200 w gibson st,s 8th st,30.255,-97.761
2800 n capital of texas hwy,2800 waymaker way,30.256,-97.813
5500 s congress ave,100 n street ln,30.206,-97.774
7500 e ben white svrd eb blvd,7700 riverside dr,30.218,-97.693
pearce ln,las alas trl,30.172,-97.628
1400 n ih 35,not reported,30.274,-97.732
10900 lakeline mall dr,n lake creek pkwy,30.476,-97.792
shropshire blvd,little fatima ln,30.39,-97.656
2200 e riverside dr dr,willow creek dr dr,30.237,-97.726
6500 w us 290 hwy,6700 w william cannon dr,30.235,-97.862
4800 burleson rd,3700 drossett dr,30.212,-97.73
3000 not reported,e oltorf st,30.233,-97.742
3800 manchaca,ft view,30.235,-97.785
9400 w anderson mill rd,13400 n pond springs rd,30.45,-97.787
13200 n mopac expy,scoffield ridge pkwy,30.431,-97.701
600 w w 6th st st,600 rio grande st st,30.27,-97.749
e cesar chavez st,brazos st,30.263,-97.743
5600 n ih 35 fwy,private drive,30.2,-97.764
5000 ed bluestein blvd,6100 not reported,30.286,-97.665
lafayette,manor,30.284,-97.722
6600 southwest pkwy,6300 rialto blvd,30.257,-97.881
us 183 nb svrd,lakeline blvd,30.48,-97.802
5400 not reported,e 51st st,30.313,-97.709
us hwy 290 hwy,not reported,30.341,-97.591
1400 w fm 734,williow wild dr,30.411,-97.684
8600 n lamar blvd,600 w rundberg,30.357,-97.701
11300 el salido pkwy pkwy,11700 sweetwater trl trl,30.455,-97.818
2900 montopolis dr,6200 e oltorf st,30.215,-97.71
900 w ben white blvd,4100 james casey st,30.228,-97.774
1800 guadalupe st,400 w 18th st,30.281,-97.742
9500 north creek dr,300 e rundberg ln,30.36,-97.692
3500 s lamar blvd,2200 panther trl,30.24,-97.787
1300 e oltorf,not reported,30.234,-97.741
2300 e st elmo rd,4500 s industrial dr,30.209,-97.744
200 e 15th st,1400 s san jacinto blvd,30.276,-97.737
1100 e 53rd st,not reported,30.312,-97.71
1800 s lamar blvd,hether st,30.25,-97.767
12001 metric blvd,sunhillow bnd,30.399,-97.704
4900 e riverside eb,kenneth,30.231,-97.716
3800 southridge dr,1400 southport dr,30.233,-97.778
13300 pond springs rd,9300 anderson mill rd,30.45,-97.785
4100 n ih 35 sb,41st st,30.298,-97.718
4500 n lamar blvd,w 45th st,30.232,-97.8
ih 35 svrd sb,rundberg ln,30.358,-97.688
5500 s kings hwy,1700 w stassney rd,30.214,-97.795
12673 n lamar,w parmer ln,30.411,-97.678
3500 w braker ln,10700 domain dr,30.392,-97.726
6200 lotus ln,gardner rd,30.262,-97.679
500 e cesar chavez st,red river st,30.262,-97.739
5000 harmon ave ave,e e 50th st st,30.31,-97.712
n 12200 ih 35 sb hwy,e yager ln,30.397,-97.672
5600 johnny morris rd,not reported,30.285,-97.653
2200 w ben white blvd,victory dr,30.232,-97.792
1900 matthews ln,manchaca rd,30.2,-97.807
5300 w william cannon dr,6900 beckett rd,30.225,-97.855
1500 w 24th st,2200 parkway,30.289,-97.754
10100 brodie ln,w slaughter ln,30.182,-97.851
11100 four points dr,7100 river place dr,30.404,-97.847
9300 n n us 183 hwy sb,9000 jollyville rd,30.381,-97.741
8700 s ih 35 nb,e slaughter ln,30.351,-97.693
9000 n n us 183 hwy nb blvd,9000 waterford centre blvd,30.377,-97.733
9100 cullen ln,slaughter ln,30.167,-97.791
8906 black oak st,villa park dr,30.457,-97.774
s s ih 35 nb hwy,not reported,30.12,-97.804
not reported,not reported,30.341,-97.702
12000 dessau rd,1600 bradbury ln,30.38,-97.654
e ben white blvd,woodward st,30.217,-97.744
6100 not reported,not reported,30.214,-97.753
4600 s ih 35,e st elmo st,30.21,-97.756
3800 n n capital of texassb hwy,westlake drive,30.337,-97.806
1500 e parmer ln,12200 dessau rd,30.388,-97.65
e cesar chavez st,robert t martinez jr st,30.256,-97.721
red river st,e 45th st,30.305,-97.72
6200 s ih 35 hwy,800 e william cannon dr,30.19,-97.771
not reported,walsh tarlton ln,30.257,-97.811
4000 duval rd,aspendale dr,30.412,-97.723
4100 airport blvd,zach scott st,30.295,-97.708
dessau rd,e howard ln,30.404,-97.638
500 e ben white blvd svrd eb,s 1st st,30.227,-97.769
3900 n ih 35 hwy,wilshire blvd,30.297,-97.719
10100 w parmer ln,10000 lakeline blvd,30.485,-97.77
jollyville rd,balcones woods dr,30.408,-97.748
4800 fm 2222,4700 westslope cir,30.344,-97.785
e anderson ln,not reported,30.326,-97.673
6000 s ih 35 svrd sb hwy,1100 little texas ln,30.197,-97.766
3925 w braker ln,not reported,30.394,-97.73
10302 n n lamar blvd,10302 n n lamar blvd,30.372,-97.692
11600 n mopac nb svrd,burnet rd rd,30.407,-97.724
7100 ed bluestein svrd nb blvd,manor rd,30.314,-97.663
5500 s congress ave,100 e stassney ln,30.205,-97.775
3300 s ih 35 fwy,e woodward st,30.225,-97.747
600 w slaughter ln,s 1st st,30.171,-97.798
3900 n n ih 35 nb hwy,n ih 35 nb to wilshire ramp,30.296,-97.719
1800 n n lamar blvd blvd,w w martin luther king jr blvd blvd,30.283,-97.751
harris ridge blvd,e howard ln,30.409,-97.649
7800 n lamar blvd,w anderson ln,30.347,-97.712
4500 burleson rd,3500 chapman ln,30.213,-97.733
800 taft ln,9700 s s 1st st,30.163,-97.801
207 circle s rd,6621 e e william cannon dr,30.193,-97.778
n n lamar blvd,e meados drive dr,30.374,-97.691
10500 s ih 35,onion creek pkwy,30.144,-97.795
3400 s capital of texas hwy,not reported,30.249,-97.805
5700 e stassney ln,george st,30.191,-97.734
4200 s capital of tx hwy,4200 s lamar blvd,30.234,-97.796
not reported,e 41st st,30.298,-97.718
11000 not reported hwy,lakeline mall dr,30.473,-97.799
5800 mopac,farwest,30.339,-97.754
1400 n ih 35 svrd sb,700 e 15th st,30.275,-97.731
amherst dr,duval rd,30.412,-97.722
5000 w w us 290 hwy svrd eb hwy,not reported,30.235,-97.824
e rundberg ln,dessau rd,30.351,-97.676
601 n ih 35 svrd nb,e 6th st,30.266,-97.734
1900 grove blvd,e riverside dr,30.227,-97.708
8200 n n lamar blvd blvd,w w anderson ln wb ln,30.35,-97.71
2200 s ih 35 sb,e oltorf st,30.235,-97.741
3500 fm 2222 rd rd,3800 dry creek dr,30.342,-97.761
4100 s mopac expy,southwest pkwy,30.241,-97.817
5100 n mopac expy,not reported,30.332,-97.755
8300 e ben white blvd,not reported,30.222,-97.683
9600 not reported,e rundburg ln,30.352,-97.692
5500 s congress ave,100 w stassney ln,30.205,-97.775
13300 not reported,not reported,30.113,-97.808
1000 rutland dr,mearns meadow blvd,30.367,-97.7
4700 not reported,barbara jordan blvd,30.306,-97.713
6300 e riverside dr,1900 montopolis dr,30.225,-97.703
13600 not reported,techridge blvd,30.418,-97.673
301 w koenig ln,5700 chesterfield ave,30.323,-97.722
8300 burnet rd,2400 buell ave,30.363,-97.729
32nd st,red river st,30.291,-97.727
not reported,w wiliam cannon,30.191,-97.77
1300 s ih 35,riverside dr,30.222,-97.748
5000 w us 290 hwy,4100 staggerbrush rd,30.235,-97.821
15400 n ih35,1600 w wells branch pkwy,30.442,-97.668
8900 cameron rd,1400 ferguson ln,30.346,-97.677
4600 airport blvd,e 46th st,30.306,-97.716
s capital of tx sb hwy,not reported,30.244,-97.802
e cesar chavez st,anthony st,30.256,-97.722
5600 s ih 35 sb svc rd,e stassney ln,30.199,-97.764
700 w wm cannon dr,s private drive st,30.181,-97.75
8800 w 71 hwy,midwood pkwy,30.253,-97.9
6500 s 1st st,king edward pl,30.198,-97.787
6200 w william cannon dr dr,escarpment blvd,30.23,-97.864
5300 ed bluestein blvd,e 51st st,30.29,-97.665
e 6th st,brushy st,30.265,-97.734
400 w 15th st,san antonio st,30.278,-97.744
7700 n mopac sb expy,w anderson ln,30.359,-97.746
n fm 620 rd,w parmer ln,30.476,-97.765
5700 s mopac expy,5000 w 290 hwy,30.23,-97.828
5400 e ben white sf blvd,comsouth,30.214,-97.723
berkman dr,barbara jordan blvd,30.302,-97.7
8000 s research blvd,not reported,30.351,-97.716
10100 not reported,e rundberg ln,30.364,-97.684
4500 n 35 hwy,e 40th st,30.299,-97.717
1100 w braker ln,11300 n lamar blvd,30.382,-97.686
900 e 11th st,branch st,30.27,-97.731
e stassney ln,jacaranda dr,30.194,-97.757
10000 e e 290 svrd eb,not reported,30.34,-97.591
700 woodward st,willowrun dr,30.227,-97.755
8100 n ih 35,700 e wosnley dr,30.176,-97.781
400 jessie st,butler rd,30.262,-97.759
millrace dr,loyola ln,30.303,-97.657
4500 w parmer ln,adelphi ln,30.429,-97.722
8200 e ben white eb blvd,e riverside dr,30.22,-97.687
2600 not reported,manor rd,30.285,-97.726
3500 steck ave ave,not reported,30.369,-97.744
2200 montopolis dr,e riverside dr,30.222,-97.706
5500 blk chesterfield ave,e 200 blk w 55 12 st,30.322,-97.722
9600 n research blvd,capital of texas hwy,30.387,-97.744
500 w slaughter ln,9100 s 1st st,30.172,-97.799
2200 stratford dr,2200 barton springs rd,30.267,-97.771
tech ridge blvd,e parmer ln,30.402,-97.658
1800 san jacinto blvd,18th st,30.279,-97.736
1500 e howard ln,dessau rd,30.404,-97.64
n n ih 35 svrd nb hwy,e e 12th st,30.272,-97.732
11800 n n ih 35 svrd nb hwy,river oaks dr dr,30.385,-97.673
3200 e 12th st,airport blvd,30.277,-97.7
e 5th st,w guadalupe st,30.268,-97.747
guadalupe st,w 21st st,30.284,-97.742
100 w w martin luther king jr blvd blvd,congress ave ave,30.281,-97.738
s pleasant valley rd,elmont dr,30.239,-97.72
3800 s congress ave,100 krebs ln,30.225,-97.763
8100 n mo pac expy,steck ave,30.366,-97.742
7200 decker ln,colony loop drvalleyfield dr,30.294,-97.626
13000 not reported,hunters chase dr,30.437,-97.775
6300 s 1st st,eberhart ln,30.201,-97.785
5100 e ben white blvd,not reported,30.214,-97.727
w anderson ln,n lamar blvd,30.348,-97.712
e 3rd st,chicon st,30.259,-97.724
922 e 51st st,5100 bennett ave,30.311,-97.713
e e 7th st st,neches st,30.268,-97.738
4100 n lamar blvd,1000 w 41st st,30.235,-97.794
research blvd,duval rd,30.419,-97.747
13714 n us 183 sb hwy,lake creek pkwy,30.457,-97.793
anken dr,s pleasant valley rd,30.23,-97.726
n n mopac expy sb,2100 westover rd rd,30.301,-97.759
7500 not reported,e slaughter ln,30.165,-97.787
7400 s ih 35 sb,e william cannon dr,30.181,-97.777
10100 e anderson mill rd rd,11900 n swan dr dr,30.447,-97.8
burnet rd rd,not reported,30.374,-97.726
e 7th st,springdale rd,30.256,-97.702
300 w ben white blvd,woodbury st,30.222,-97.761
10200 s ih 35 nb proper,national park blvd,30.153,-97.792
3900 s lamar blvd,2200 panther trl,30.238,-97.791
8814 research blvd,payton gin rd,30.367,-97.719
w parmer ln,mopac expy,30.422,-97.707
9100 n united to research nb ramp hwy,9100 n united dr dr,30.374,-97.729
n capital of texas nb hwy,great hills trl,30.388,-97.757
930 e rundberg ln,n middle fiskville ln,30.357,-97.686
e us 290 svrd eb,not reported,30.34,-97.591
3350 e e martin luther king jr blvd,pershing rd,30.283,-97.701
500 s s lamar blvd blvd,barton springs rd rd,30.261,-97.759
6900 s pleasant valley rd,springville ln,30.174,-97.751
5200 mount bonnell rd,not reported,30.339,-97.777
rio grande st,15th st,30.279,-97.746
3200 n n ih 35 svrd sv hwy,1000 e e 32nd st st,30.289,-97.723
8600 winter haven rd rd,quinton dr dr,30.152,-97.74
5300 n ih 35 svrd sb,e 51st st,30.308,-97.712
5900 n 35 hwy,reinli st,30.319,-97.707
e wells branch pkwy pkwy,fm 1825 rd,30.441,-97.666
cameron rd,not reported,30.321,-97.696
500 not reported,not reported,30.346,-97.709
burleson rd,montopolis dr,30.206,-97.717
3100 e cesar chavez st,tillery st,30.252,-97.709
12700 dessau rd,bradbury ln,30.395,-97.644
700 w 12th st,w 12th st,30.276,-97.747
3000 n ih 35 south bound upper deck,e dean keeton st over pass,30.287,-97.725
2400 w ben white blvd,s lamar blvd,30.233,-97.796
10600 not reported,w braker ln,30.399,-97.746
3700 skipton dr,12000 amherst dr,30.415,-97.72
research blvd,fairfield dr,30.36,-97.717
9500 brown ln,dungan ln,30.351,-97.67
6200 not reported,not reported,30.234,-97.872
5400 manchaca rd,w stassney ln,30.216,-97.797
wilson parke ave,not reported,30.417,-97.847
900 n vargas rd rd,6600 w felix ave ave,30.234,-97.694
6400 sh 45,11600 escarpment blvd,30.181,-97.9
11300 s lakeline blvd blvd,not reported,30.48,-97.801
7600 ed bluestein blvd svrd sb,not reported,30.325,-97.673
12790 tech ridge blvd,not reported,30.403,-97.657
6100 larch ter,begonia ter,30.233,-97.701
5200 n capital of tx hwy nb,courtyard dr,30.352,-97.796
not reported,norwood park blvd,30.336,-97.693
11900 anderson mill rd,swan dr,30.447,-97.801
1400 butler rd,s lamar blvd,30.262,-97.758
6620 blue bluff rd,blue bluff rd,30.283,-97.609
1100 w 38th st,3800 medical parkway,30.306,-97.744
12900 not reported hwy,spicewood springs,30.434,-97.77
2400 presidential blvd,not reported,30.213,-97.659
5600 nuckols crossing rd,palo blanco st,30.189,-97.741
6200 n mopac expy,northland dr,30.338,-97.755
4400 n n ih 35 nb hwy,not reported,30.302,-97.716
6700 west gate blvd,2600 berkeley ave,30.209,-97.814
10200 w boulder ln,not reported,30.428,-97.842
w parmer ln,n lamar blvd,30.408,-97.678
609 w howard ln,mccallen,30.42,-97.662
13212 morris rd,slant oak dr,30.457,-97.767
500 e stassney ln,s comgress ave,30.209,-97.782
303 e oltort st,2400 s congress ave,30.239,-97.754
6133 e ben white blvd svrd,e stassney ln,30.212,-97.714
9300 not reported,e slaughter ln,30.167,-97.786
s ih 35 nb hwy,e riverside dr,30.244,-97.735
1100 w parmer ln,12500 n lamar blvd,30.408,-97.679
11500 s n fm 620 rd rd,11800 n anderson mill rd rd,30.454,-97.827
200 n mopac sb,bee caves rd,30.259,-97.797
guadalupe st,w cesar chavez,30.264,-97.748
12300 not reported,indian mound dr,30.405,-97.675
manchaca rd rd,monarch dr dr,30.177,-97.822
3700 w slaughter ln,10000 wolftrap ln,30.187,-97.855
5500 nuckols crossing rd,5100 parell path,30.191,-97.74
509 w delmar ave,7400 duval st,30.338,-97.706
13000 not reported,oak knoll dr,30.439,-97.778
1650 koenig ln,arroyo seco,30.332,-97.735
e oltorf,s congress ave,30.239,-97.754
14028 n us 183 hwy svrd sb,pecan park blvd,30.476,-97.803
8700 n lamar blvd,w elliott st,30.355,-97.703
2500 e oltorf st,s pleasant valley rd,30.227,-97.727
5300 ih 35 hwy,e william cannon dr,30.19,-97.771
400 s s lamar blvd sb blvd,butler rd rd,30.262,-97.758
4100 southwest pkwy,4500 republic of texas blvd,30.237,-97.823
e us 290 hwy svrd wb,not reported,30.341,-97.591
300 e rundberg ln,north creek dr,30.36,-97.692
2959 lakeline blvd,not reported,30.478,-97.805
500 s us 183,300 vargas rd,30.346,-97.708
5600 e e 51st st st,not reported,30.292,-97.664
13900 n ih 35 hwy,n wellsbranch pkwy,30.44,-97.669
5400 n capital of texas sb hwy,5900 west courtyard,30.354,-97.794
airport blvd blvd,lamar blvd blvd,30.338,-97.719
1400 n ih 35 nb,e 15th st,30.275,-97.732
